Year,Month,Date,Tsunami,Latitude,Longitude,Focal Depth (km),Magnitude,Deaths,Injuries,Country
1948,10.0,5.0,,37.95,58.32,18.0,7.3,110000.0,,TURKMENISTAN
1948,10.0,8.0,,27.4,104.0,,5.8,3.0,75.0,CHINA
1948,12.0,4.0,Yes,22.0,-106.0,,6.9,4.0,21.0,MEXICO
1948,12.0,26.0,Yes,-22.5,-69.0,100.0,7.0,,,CHILE
1949,1.0,27.0,Yes,54.6,163.5,150.0,,,,RUSSIA
1949,2.0,9.0,Yes,38.2,20.0,15.0,,,,GRFECE
1949,2.0,23.0,,42.0,84.0,,7.3,21.0,17.0,CHINA
1949,3.0,4.0,,36.0,70.5,230.0,7.5,,,AFGHANISTAN
1949,4.0,13.0,Yes,47.167,-122.617,,7.0,8.0,,WASHINGTON
1949,4.0,20.0,Yes,-38.0,-73.5,70.0,7.3,57.0,,CHILE
1949,4.0,24.0,,27.28,56.46,100.0,6.3,,,IRAN
1949,5.0,9.0,Yes,5.0,95.0,,6.7,,,INDONESIA
1949,7.0,10.0,,39.2,70.8,16.0,7.4,3500.0,,TAJIKISTAN
1949,7.0,23.0,Yes,38.58,26.23,,6.7,7.0,435.0,GREECE
1949,8.0,4.0,,-1.4,-78.5,10.0,6.7,,,ECUADOR
1949,8.0,5.0,,-1.5,-78.2,60.0,6.8,6000.0,,ECUADOR
1949,8.0,6.0,,-18.5,-174.5,70.0,7.5,,,TONGA ISLANDS
1949,8.0,17.0,,39.0,40.5,,6.8,320.0,,TURKEY
1949,8.0,22.0,Yes,53.62,-133.27,25.0,8.1,,,CANADA
1949,9.0,5.0,Yes,17.0,121.5,80.0,6.4,,,PHILIPPINES
1949,9.0,15.0,,42.5,12.7,,,,,ITALY
1949,10.0,19.0,Yes,-5.5,154.0,60.0,7.5,,,PAPUA NEW GUINEA
1949,11.0,13.0,,30.3,102.5,,5.5,,,CHINA
1949,11.0,17.0,,33.75,-118.25,,,,,CALIFORNIA
1949,12.0,17.0,Yes,-54.0,-71.0,33.0,7.8,1.0,,CHILE
1949,12.0,17.0,Yes,-54.0,-71.0,33.0,7.8,3.0,,CHILE
1949,12.0,29.0,Yes,17.0,121.63,,7.2,,,PHILIPPINES
1950,1.0,19.0,,27.3,53.2,,,20.0,,IRAN
1950,1.0,30.0,Yes,-53.5,-71.5,33.0,7.0,,,CHILE
1950,2.0,2.0,,21.7,100.1,,7.0,,,CHINA
1950,2.0,4.0,,40.0,40.0,,,20.0,,TURKEY
1950,2.0,28.0,,46.0,144.0,340.0,7.9,,,RUSSIA
1950,3.0,7.0,,-8.0,-71.0,550.0,,,,BRAZIL
1950,3.0,14.0,Yes,-37.8,177.2,,5.8,,,N. NEW ZEALAND
1950,4.0,30.0,Yes,6.5,-83.0,,,,,PANAMA
1950,5.0,16.0,,-15.0,-69.5,250.0,7.9,,,PERU
1950,5.0,21.0,,-13.5,-72.0,,6.0,83.0,,PERU
1950,6.0,19.0,,-6.0,113.0,,6.5,16.0,50.0,INDONESIA
1950,7.0,9.0,,7.8,-72.5,41.0,,211.0,,COLOMBIA
1950,8.0,3.0,Yes,10.5,-68.0,8.0,6.8,100.0,,VENEZUELA
1950,8.0,5.0,,-1.5,-78.2,60.0,6.8,,,ECUADOR
1950,8.0,15.0,Yes,28.5,96.5,33.0,8.6,1530.0,,INDIA-CHINA
1950,9.0,13.0,,23.5,103.1,,5.8,,,CHINA
1950,10.0,5.0,Yes,11.0,-85.0,60.0,7.7,,,COSTA RICA-NICARAGUA
1950,10.0,8.0,Yes,-3.8,128.3,60.0,7.6,,,INDONESIA
1950,10.0,23.0,Yes,14.31,-91.917,65.0,7.5,,,GUATEMALA
1950,11.0,2.0,,-6.5,129.5,60.0,8.1,,,INDONESIA
1950,11.0,8.0,Yes,-10.0,159.5,33.0,7.3,,,SOLOMON ISLANDS
1950,11.0,17.0,,16.5,-100.4,,6.8,,,MEXICO
1950,12.0,2.0,Yes,-18.25,167.5,60.0,7.8,,,VANUATU ISLANDS
1950,12.0,9.0,,-23.5,-67.5,100.0,8.0,1.0,,CHILE-ARGENTINA
1950,12.0,10.0,Yes,-14.25,-75.75,80.0,7.0,4.0,12.0,PERU
1950,12.0,14.0,,-19.5,-176.0,200.0,7.7,,,TONGA ISLANDS
1950,12.0,14.0,Yes,16.48,-98.22,50.0,7.5,,,MEXICO
1951,2.0,18.0,,-9.3,147.1,,,3000.0,,PAPUA NEW GUINEA
1951,2.0,22.0,Yes,-3.252,142.238,25.0,6.1,,,PAPUA NEW GUINEA
1951,3.0,19.0,,9.5,127.3,,7.8,,,PHILIPPINES
1951,5.0,6.0,,13.0,-87.8,100.0,6.5,1100.0,,EL SALVADOR
1951,5.0,16.0,,-15.0,-69.5,250.0,7.9,,,PERU
1951,7.0,9.0,,16.1,-96.8,50.0,6.2,1.0,,MEXICO
1951,8.0,3.0,Yes,13.0,-87.5,100.0,6.0,,,NICARAGUA
1951,8.0,6.0,,13.0,-87.5,100.0,5.5,,,NICARAGUA
1951,8.0,8.0,,41.6,13.8,,,,,ITALY
1951,8.0,13.0,,40.8,33.4,,6.7,50.0,,TURKEY
1951,8.0,15.0,,33.5,-118.2,,,,,CALIFORNIA
1951,8.0,21.0,Yes,19.7,-156.0,60.0,6.9,,2.0,HAWAII
1951,10.0,22.0,Yes,23.8,121.7,21.0,7.3,68.0,586.0,TAIWAN
1951,11.0,18.0,,31.1,91.4,25.0,7.5,,,CHINA
1951,11.0,24.0,,22.9,121.5,,7.5,17.0,250.0,TAIWAN
1951,12.0,8.0,,-34.0,57.0,25.0,7.9,,,INDIAN OCEAN
1951,12.0,21.0,Yes,26.7,100.0,,6.3,,,CHINA
1952,1.0,3.0,,39.9,41.7,,6.0,103.0,,TURKEY
1952,2.0,26.0,,-14.1,-69.9,,7.5,,,PERU-BOLIVIA
1952,3.0,4.0,Yes,42.15,143.85,45.0,8.1,33.0,,JAPAN
1952,3.0,9.0,Yes,41.7,142.5,,7.1,,17.0,JAPAN
1952,3.0,17.0,Yes,19.11,-155.033,33.0,,,,HAWAII
1952,3.0,19.0,Yes,9.5,127.25,,7.8,,,PHILIPPINES
1952,5.0,13.0,Yes,10.3,-85.3,64.0,,,,COSTA RICA-PANAMA
1952,6.0,3.0,,39.8,39.5,,,94.0,,TURKEY
1952,6.0,19.0,,22.7,99.8,,6.5,,,CHINA
1952,7.0,13.0,Yes,-18.5,169.25,260.0,6.8,,,VANUATU ISLANDS
1952,7.0,21.0,,35.0,-119.01700000000001,16.0,7.7,12.0,,CALIFORNIA
1952,8.0,17.0,,30.5,91.5,60.0,,54.0,,CHINA
1952,8.0,22.0,,35.333,-118.917,16.0,5.8,2.0,,CALIFORNIA
1952,9.0,30.0,,28.3,102.2,,6.8,,,CHINA
1952,10.0,8.0,,39.0,112.7,,5.5,,,CHINA
1952,10.0,22.0,,36.5,35.5,,5.0,20.0,,TURKEY
1952,11.0,4.0,Yes,52.755,160.05700000000002,22.0,9.0,,,RUSSIA
1952,12.0,8.0,,22.9,99.7,,5.8,,,CHINA
1952,12.0,30.0,,10.3,-83.5,,,29.0,,COSTA RICA
1953,1.0,15.0,,28.5,52.3,,,11.0,,IRAN
1953,1.0,25.0,,18.4,-73.4,,5.7,2.0,,HAITI
1953,2.0,12.0,,35.4,55.1,,6.4,970.0,,IRAN
1953,2.0,15.0,Yes,-12.0,-77.5,,5.5,,,PERU
1953,3.0,17.0,Yes,50.0,156.5,,5.8,,,RUSSIA
1953,3.0,18.0,,40.0,27.5,,7.5,1070.0,,TURKEY
1953,4.0,23.0,Yes,-4.449,152.868,35.0,7.4,,,PAPUA NEW GUINEA
1953,4.0,,,29.0,52.0,,,1.0,,IRAN
1953,5.0,3.0,,24.2,103.2,,5.0,,,CHINA
1953,5.0,6.0,Yes,-36.5,-72.5,60.0,7.6,9.0,26.0,CHILE
1953,5.0,31.0,Yes,19.8,-70.7,33.0,7.2,,,DOMINICAN REPUBLIC
1953,6.0,18.0,,41.4,26.3,,,37.0,,TURKEY
1953,7.0,2.0,,-19.0,169.0,223.0,7.5,,,VANUATU ISLANDS
1953,8.0,11.0,,38.1,20.6,33.0,6.8,,,GREECE
1953,8.0,12.0,Yes,38.3,20.8,,7.2,476.0,2412.0,GREECE
1953,9.0,10.0,Yes,35.0,32.5,,6.5,40.0,100.0,CYPRUS
1953,9.0,14.0,Yes,-18.3,178.2,33.0,6.4,2.0,,FIJI ISLANDS
1953,11.0,4.0,,-13.189,166.516,35.0,7.5,,,SOLOMON ISLANDS
1953,11.0,25.0,Yes,34.0,141.7,60.0,7.4,1.0,,JAPAN
1953,12.0,7.0,,-22.1,-68.7,128.0,7.4,3.0,,CHILE
1953,12.0,12.0,Yes,-3.4,-80.6,30.0,7.4,6.0,20.0,PERU-ECUADOR
1954,2.0,5.0,,17.3,-92.6,100.0,6.2,6.0,,MEXICO
1954,2.0,11.0,Yes,39.0,101.3,,7.3,,,CHINA
1954,2.0,28.0,,-34.9,138.7,4.0,5.4,,,AUSTRALIA
1954,3.0,21.0,,24.5,95.3,180.0,7.4,,,MYANMAR; INDIA
1954,3.0,29.0,,37.0,-3.5,640.0,7.0,,,SPAIN
1954,4.0,20.0,,39.8,22.1,,7.0,25.0,,GREECE
1954,4.0,29.0,,29.5,-29.5,,7.5,,,ATLANTIC OCEAN
1954,4.0,30.0,,39.3,22.2,,7.0,31.0,,GREECE
1954,6.0,10.0,,36.0,66.0,,,2000.0,,AFGHANISTAN
1954,6.0,17.0,,31.6,116.6,,5.3,,,CHINA
1954,7.0,2.0,,13.0,123.9,,6.8,13.0,101.0,PHILIPPINES
1954,7.0,6.0,,39.4,-118.5,,6.8,,,NEVADA
1954,7.0,31.0,,38.8,104.2,,7.0,,,CHINA
1954,8.0,20.0,,27.5,52.0,,5.0,1.0,,IRAN
1954,8.0,23.0,,39.6,-118.5,,6.8,,,NEVADA
1954,9.0,9.0,Yes,36.283,1.4669999999999999,,6.7,1243.0,5000.0,ALGERIA
1954,9.0,9.0,,36.0,1.5,,6.7,,,ALGERIA
1954,9.0,9.0,,36.0,1.5,,,,,ALGERIA
1954,9.0,9.0,,36.0,1.5,,6.0,,,ALGERIA
1954,10.0,24.0,,29.4,104.8,,5.0,,,CHINA
1954,11.0,2.0,,-8.0,119.0,,6.8,,,INDONESIA
1954,11.0,18.0,Yes,38.9,142.2,30.0,6.5,,,JAPAN
1954,12.0,16.0,,39.3,-118.2,,7.0,,,NEVADA
1955,1.0,18.0,Yes,11.46,-69.57,,,,,VENEZUELA
1955,1.0,25.0,,33.8,-118.2,,,,,CALIFORNIA
1955,2.0,18.0,,30.5,67.0,,,12.0,,PAKISTAN
1955,2.0,27.0,,-28.0,-175.5,60.0,7.8,,,KERMADEC ISLANDS
1955,3.0,31.0,,8.1,123.2,96.0,7.6,400.0,,PHILIPPINES
1955,4.0,4.0,,13.0,-87.0,,6.2,,,NICARAGUA
1955,4.0,13.0,,37.5,22.0,,,,,GREECE
1955,4.0,14.0,,30.0,101.8,,7.5,39.0,113.0,CHINA
1955,4.0,15.0,,39.9,74.6,,7.0,,,CHINA
1955,4.0,19.0,Yes,39.4,23.1,33.0,6.2,8.0,149.0,GREECE
1955,4.0,19.0,Yes,-30.0,-72.0,30.0,7.1,,,CHILE
1955,4.0,21.0,,39.5,23.0,,6.0,7.0,,GREECE
1955,4.0,24.0,,44.2,83.6,,6.5,,,CHINA
1955,5.0,17.0,Yes,6.5,94.0,,7.3,,,INDIA
1955,6.0,7.0,,26.5,101.1,,6.0,,,CHINA
1955,7.0,16.0,,37.5,27.0,,6.8,4.0,,TURKEY
1955,7.0,20.0,,0.2,-78.4,,6.0,,,COLOMBIA-ECUADOR
1955,9.0,1.0,,10.0,-84.5,,5.8,10.0,,COSTA RICA
1955,9.0,8.0,Yes,-6.9,155.7,33.0,6.5,,,SOLOMON ISLANDS
1955,9.0,12.0,,32.2,29.6,,6.3,22.0,12.0,EGYPT
1955,9.0,23.0,Yes,26.6,101.8,10.0,6.8,,,CHINA
1955,10.0,1.0,,29.9,101.4,,5.8,,,CHINA
1955,10.0,9.0,,-16.2,-71.3,,,1.0,,PERU
1955,10.0,10.0,Yes,-5.1,152.924,35.0,7.3,,,PAPUA NEW GUINEA
1956,1.0,8.0,,17.0,-99.5,,6.5,,,MEXICO
1956,1.0,8.0,Yes,-19.0,-70.0,,7.1,,,CHILE
1956,1.0,10.0,,-20.0,-175.0,,7.7,,,TONGA ISLANDS
1956,1.0,12.0,,47.5,19.3,,5.8,2.0,,HUNGARY
1956,1.0,16.0,,-0.5,-80.5,,7.3,,,ECUADOR
1956,1.0,24.0,,12.2,-86.7,,7.3,,,NICARAGUA
1956,1.0,31.0,,45.5,14.3,7.0,4.5,,,BALKANS NW
1956,2.0,20.0,,40.0,30.5,,5.8,4.0,,TURKEY
1956,3.0,2.0,Yes,-38.9,175.7,,5.3,,,NEW ZEALAND
1956,3.0,5.0,Yes,44.3,144.1,20.0,,,,"NE. HOKKAIDO ISLAND, JAPAN"
1956,3.0,16.0,,35.5,35.5,,5.8,148.0,,LEBANON
1956,4.0,19.0,,37.0,-4.0,,,7.0,,SPAIN
1956,5.0,23.0,,-15.0,-179.0,430.0,7.5,,,FIJI ISLANDS
1956,6.0,9.0,,35.1,67.5,60.0,7.6,100.0,,AFGHANISTAN
1956,7.0,9.0,Yes,36.9,26.0,20.0,7.8,53.0,,GREECE
1956,7.0,9.0,Yes,36.8,25.2,,6.8,,,GREECE
1956,7.0,16.0,,22.2,95.7,39.0,7.0,38.0,,MYANMAR (BURMA)
1956,7.0,18.0,,-5.5,130.0,190.0,7.5,,,INDONESIA
1956,7.0,21.0,,23.278000000000002,70.107,15.0,6.0,156.0,,INDIA
1956,8.0,12.0,Yes,33.8,138.8,50.0,6.5,,,JAPAN
1956,8.0,19.0,,37.8,114.0,,5.0,,,CHINA
1956,10.0,11.0,,46.0,150.5,110.0,7.6,,,RUSSIA
1956,10.0,31.0,,27.2,54.4,,6.8,347.0,,IRAN
1956,11.0,2.0,Yes,39.5,23.0,,5.7,,,GREECE
1956,12.0,18.0,Yes,-25.5,-71.0,33.0,,,,CHILE
1956,12.0,31.0,,40.5,115.5,,5.0,,,CHINA
1957,2.0,20.0,,36.2,8.9,,5.6,13.0,96.0,TUNISIA
1957,2.0,23.0,,23.9,121.6,69.0,7.2,11.0,,TAIWAN
1957,3.0,8.0,,39.4,22.8,,7.0,2.0,,GREECE
1957,3.0,9.0,Yes,51.292,-175.62900000000002,33.0,8.6,,,ALASKA
1957,3.0,22.0,,55.0,-165.2,,7.5,,,ALASKA
1957,4.0,14.0,,-15.5,-173.0,60.0,7.5,,,SAMOA ISLANDS
1957,4.0,16.0,,-4.6,107.1,600.0,7.5,,,INDONESIA
1957,4.0,23.0,,33.4,52.5,,,16.0,,IRAN
1957,4.0,24.0,,36.31,28.62,40.0,6.9,,,TURKEY
1957,4.0,25.0,,36.4,28.55,41.0,7.1,18.0,92.0,TURKEY
1957,5.0,26.0,,40.7,30.9,,7.1,500.0,,TURKEY
1957,6.0,10.0,,38.0,112.5,,5.0,,,CHINA
1957,6.0,22.0,Yes,-1.5,137.0,33.0,7.3,,,INDONESIA
1957,6.0,27.0,,56.2,116.4,15.0,7.6,,,RUSSIA
1957,7.0,2.0,,36.1,52.7,14.0,6.6,1100.0,,IRAN
1957,7.0,28.0,Yes,16.5,-99.1,25.0,7.9,65.0,,MEXICO
1957,7.0,29.0,Yes,-23.5,-71.5,33.0,7.0,,,CHILE
1957,9.0,5.0,,28.3,53.3,,,,,IRAN
1957,9.0,24.0,,5.5,127.5,60.0,7.6,,,PHILIPPINES
1957,9.0,26.0,Yes,-8.2,107.3,,,,,S. JAVA SEA
1957,9.0,28.0,,-20.4,-178.5,549.0,7.5,,,FIJI ISLANDS
1957,10.0,26.0,Yes,-2.0,116.0,,6.0,,,INDONESIA
1957,11.0,29.0,,-21.0,-66.0,170.0,7.8,,,BOLIVIA
1957,11.0,,Yes,,,,,,,SOLOMON ISLANDS
1957,12.0,4.0,,45.5,99.5,33.0,8.1,30.0,,MONGOLIA
1957,12.0,13.0,,34.3,47.8,,7.1,1200.0,,IRAN
1957,12.0,17.0,,-12.3,166.7,120.0,7.8,,,SOLOMON ISLANDS
1958,1.0,15.0,,-16.5,-72.0,60.0,7.3,28.0,,PERU
1958,1.0,16.0,,36.5,53.0,,,,,IRAN
1958,1.0,19.0,Yes,1.5,-79.5,60.0,7.6,111.0,46.0,COLOMBIA-ECUADOR
1958,2.0,1.0,,2.0,-79.0,,,22.0,,COLOMBIA
1958,2.0,7.0,Yes,31.5,104.0,,6.2,,,CHINA
1958,3.0,11.0,,25.0,125.0,70.0,7.5,,,JAPAN
1958,4.0,21.0,Yes,-4.5,104.0,200.0,6.7,,,INDONESIA
1958,5.0,14.0,,38.5,-28.8,,,,,AZORES
1958,7.0,10.0,Yes,58.37,-136.665,35.0,7.8,,,ALASKA
1958,7.0,26.0,,-13.5,-69.0,620.0,7.5,,,PERU
1958,8.0,16.0,,34.4,47.9,20.0,6.7,132.0,,IRAN
1958,9.0,1.0,,-18.0,-65.0,,,4.0,,PERU
1958,9.0,4.0,,-33.785,-70.112,,6.8,7.0,,CHILE-ARGENTINA
1958,9.0,17.0,Yes,49.3,156.4,,,,,RUSSIA
1958,9.0,21.0,,36.0,49.0,,,20.0,,IRAN
1958,9.0,25.0,,22.5,109.5,,5.8,,,CHINA
1958,10.0,20.0,,-9.5,112.5,100.0,6.7,8.0,1856.0,INDONESIA
1958,11.0,4.0,Yes,-50.0,-115.0,,6.1,,,EAST PACIFIC RIDGE
1958,11.0,6.0,Yes,44.53,148.54,40.0,8.3,,,RUSSIA
1958,11.0,12.0,Yes,44.2,148.8,29.0,,,,RUSSIA
1958,11.0,18.0,,44.3,9.9,,,,,ITALY
1958,11.0,29.0,,44.4,8.8,,,,,ITALY
1959,1.0,22.0,Yes,37.5,142.2,40.0,,,,"SANRIKU, JAPAN"
1959,1.0,26.0,,44.5,9.6,,,,,ITALY
1959,2.0,7.0,Yes,-4.0,-81.5,19.0,7.4,,,PERU-ECUADOR
1959,4.0,5.0,,44.0,6.8,,5.5,,,FRANCE
1959,4.0,9.0,Yes,44.3,149.0,40.0,5.0,,,RUSSIA
1959,4.0,11.0,,42.9,12.6,,,,,ITALY
1959,4.0,17.0,,44.5,10.8,,,,,ITALY
1959,4.0,25.0,,37.0,28.7,,6.3,,,TURKEY
1959,4.0,26.0,,24.78,122.7,150.0,7.5,2.0,,TAIWAN
1959,5.0,4.0,Yes,52.5,159.5,60.0,8.2,1.0,13.0,RUSSIA
1959,5.0,24.0,,17.0,-96.3,100.0,6.8,,,MEXICO
1959,6.0,14.0,,-20.369,-68.0,112.0,7.5,1.0,,BOLIVIA-NORTHERN CHILE
1959,6.0,18.0,,53.9,160.5,15.0,7.0,,,RUSSIA
1959,7.0,2.0,,31.8,115.3,,5.0,,,CHINA
1959,8.0,10.0,,35.6,110.9,,5.4,,,CHINA
1959,8.0,15.0,,22.18,121.13,60.0,7.0,16.0,63.0,TAIWAN
1959,8.0,17.0,Yes,-7.5,156.0,,7.3,,,SOLOMON ISLANDS
1959,8.0,18.0,Yes,44.711999999999996,-111.215,5.0,7.7,28.0,,MONTANA
1959,8.0,26.0,,18.3,-94.4,,6.9,25.0,200.0,MEXICO
1959,9.0,1.0,,40.9,19.8,11.0,6.1,2.0,,ALBANIA
1959,9.0,14.0,,-28.5,-177.0,60.0,7.7,,,KERMADEC ISLANDS
1959,10.0,25.0,,39.1,41.6,,6.2,18.0,,TURKEY
1959,10.0,26.0,Yes,37.5,143.2,10.0,,,,"SANRIKU, JAPAN"
1959,10.0,27.0,,45.89,151.11,70.0,7.2,,,RUSSIA
1959,11.0,7.0,,36.4,2.6,,5.5,,,ALGERIA
1959,11.0,15.0,,38.75,75.317,,6.4,,,CHINA
1959,12.0,24.0,,-13.5,-74.0,,,7.0,,PERU
1960,1.0,13.0,Yes,-15.75,-72.75,160.0,7.8,63.0,200.0,PERU
1960,1.0,15.0,,-15.0,-75.0,150.0,7.0,63.0,,PERU
1960,2.0,2.0,,33.8,104.5,,5.3,,,CHINA
1960,2.0,21.0,,36.0,4.1,33.0,5.6,47.0,88.0,ALGERIA
1960,2.0,29.0,Yes,30.45,-9.62,33.0,5.9,13100.0,25000.0,MOROCCO
1960,3.0,20.0,Yes,39.8,143.4,20.0,7.5,,,JAPAN
1960,3.0,23.0,Yes,39.4,143.7,20.0,6.7,,,JAPAN
1960,4.0,13.0,,44.7,127.0,,5.8,,,CHINA
1960,4.0,24.0,,28.0,54.5,,6.0,420.0,,IRAN
1960,4.0,29.0,,-0.5,121.5,,,,,INDONESIA
1960,5.0,21.0,Yes,-37.872,-73.243,35.0,8.2,,,CHILE
1960,5.0,22.0,Yes,-38.143,-73.407,33.0,9.5,2000.0,3000.0,CHILE
1960,5.0,26.0,,40.0,20.0,,6.5,8.0,,GREECE-ALBANIA
1960,6.0,11.0,Yes,-9.4,152.3,33.0,6.6,,,PAPUA NEW GUINEA
1960,7.0,29.0,Yes,40.3,142.5,50.0,6.7,,,JAPAN
1960,7.0,30.0,,-1.5,-79.0,21.0,,11.0,,ECUADOR
1960,8.0,27.0,,28.6,76.7,58.0,,,,INDIA
1960,9.0,22.0,,-3.6,29.0,28.0,6.6,24.0,,CONGO
1960,10.0,7.0,,11.1,122.3,,,3.0,,PHILIPPINES
1960,11.0,1.0,Yes,-38.5,-75.1,55.0,7.4,,,CHILE
1960,11.0,9.0,,32.7,103.7,,6.8,,,CHINA
1960,11.0,20.0,Yes,-6.8,-80.7,93.0,6.7,,,PERU
1961,1.0,10.0,Yes,50.016000000000005,156.099,59.0,6.6,,,RUSSIA
1961,1.0,16.0,Yes,36.0,142.3,40.0,,,,JAPAN
1961,1.0,16.0,Yes,36.0,141.9,20.0,,,,JAPAN
1961,1.0,16.0,Yes,36.2,141.9,20.0,,,,JAPAN
1961,2.0,4.0,,24.9,93.34,141.0,7.6,,,INDIA
1961,2.0,12.0,Yes,43.2,147.9,80.0,,,,RUSSIA
1961,2.0,26.0,Yes,31.6,131.8,74.0,7.3,2.0,7.0,JAPAN
1961,3.0,7.0,,-28.3,-175.7,40.0,7.5,,,KERMADEC ISLANDS
1961,3.0,7.0,,30.5,110.0,,4.9,,,CHINA
1961,3.0,16.0,,-8.2,122.0,74.0,6.5,2.0,6.0,INDONESIA
1961,3.0,24.0,,38.0,15.3,,,15.0,,ITALY
1961,4.0,4.0,,34.0,-118.0,16.0,,,,CALIFORNIA
1961,4.0,13.0,,39.8,77.7,,6.8,,,CHINA
1961,5.0,23.0,Yes,36.7,28.5,,6.5,,,TURKEY
1961,6.0,1.0,,10.4,39.9,33.0,6.5,30.0,,ETHIOPIA
1961,6.0,11.0,,27.9,54.6,37.0,6.6,60.0,,IRAN
1961,6.0,11.0,,24.97,98.63,33.0,5.8,,,CHINA
1961,6.0,16.0,Yes,8.9,-73.4,120.0,6.5,,,COLOMBIA
1961,6.0,27.0,,33.5,49.4,,,5.0,,IRAN
1961,6.0,27.0,,27.73,99.75,25.0,6.0,,,CHINA
1961,7.0,18.0,Yes,29.6,131.8,60.0,,,,JAPAN
1961,7.0,23.0,Yes,-18.421,168.41099999999997,35.0,7.3,,,VANUATU ISLANDS
1961,8.0,1.0,Yes,-9.849,160.614,25.0,6.4,,,SOLOMON ISLANDS
1961,8.0,11.0,Yes,42.9,145.6,80.0,,,,JAPAN
1961,8.0,17.0,Yes,46.338,149.548,154.0,6.7,,,RUSSIA
1961,8.0,19.0,,36.0,136.7,,7.3,10.0,,JAPAN
1961,8.0,31.0,,-10.5,-70.7,629.0,7.5,,,PERU
1961,9.0,1.0,,-59.5,-27.3,131.0,7.5,,,SOUTH SANDWICH ISLANDS
1961,9.0,5.0,,-58.0,-27.0,,7.7,,,SOUTH SANDWICH ISLANDS
1961,9.0,8.0,,-56.26,-27.283,105.0,7.7,,,SOUTH SANDWICH ISLANDS
1961,10.0,1.0,,34.33,104.78,,5.7,,,CHINA
1961,10.0,14.0,,33.6,48.1,33.0,,2.0,,IRAN
1961,10.0,18.0,Yes,-36.7,-73.0,15.0,6.5,,,CHILE
1961,11.0,15.0,Yes,42.7,145.7,60.0,,,,JAPAN
1961,12.0,20.0,,4.6,-75.6,176.0,6.9,23.0,,COLOMBIA
1962,1.0,7.0,,43.3,17.1,33.0,5.9,4.0,,BALKANS NW
1962,1.0,11.0,Yes,43.3,17.1,33.0,6.1,1.0,,BALKANS NW
1962,2.0,14.0,,-37.8,-72.5,45.0,7.3,,,CHILE
1962,2.0,18.0,,36.0,9.0,,5.3,,,TUNISIA
1962,3.0,12.0,Yes,8.008,-82.757,35.0,6.8,,,COSTA RICA-PANAMA
1962,3.0,18.0,,40.9,19.5,33.0,6.0,15.0,,ALBANIA
1962,3.0,18.0,,23.72,114.67,25.0,6.1,1.0,2.0,CHINA
1962,4.0,1.0,,33.6,59.0,33.0,,5.0,,IRAN
1962,4.0,12.0,Yes,38.073,142.741,25.0,7.2,,,JAPAN
1962,4.0,18.0,,-10.0,-79.0,39.0,6.3,9.0,,PERU
1962,4.0,23.0,,23.6,106.1,,5.5,,,CHINA
1962,4.0,23.0,Yes,42.2,143.9,60.0,,,,"SE. HOKKAIDO ISLAND, JAPAN"
1962,4.0,25.0,,45.0,5.6,,5.3,,,FRANCE
1962,4.0,30.0,,38.8,140.9,104.0,6.8,1.0,,JAPAN
1962,5.0,11.0,Yes,17.2,-99.6,40.0,7.0,4.0,,MEXICO
1962,5.0,19.0,Yes,17.2,-99.5,33.0,7.2,3.0,16.0,MEXICO
1962,5.0,21.0,,37.1,96.0,,6.8,,,CHINA
1962,5.0,21.0,Yes,41.8,142.4,60.0,5.7,,,JAPAN
1962,5.0,28.0,Yes,39.8,25.0,,4.5,,,GREECE
1962,6.0,11.0,,43.6,18.3,,6.3,,,BALKANS NW
1962,6.0,24.0,,25.2,101.2,18.0,6.2,,,CHINA
1962,7.0,26.0,,7.5,-82.0,21.0,7.4,,,PANAMA
1962,7.0,30.0,,5.2,-76.4,69.0,6.8,47.0,300.0,COLOMBIA
1962,8.0,19.0,,44.68,81.58,,6.4,,,CHINA
1962,8.0,21.0,,41.4,15.5,34.0,6.1,16.0,,ITALY
1962,8.0,28.0,,37.8,22.9,100.0,6.8,1.0,,GREECE
1962,8.0,30.0,,41.8,-111.8,37.0,5.8,,,UTAH
1962,9.0,1.0,,35.63,49.87,27.0,7.2,12225.0,2776.0,IRAN
1962,9.0,4.0,,39.9,43.9,,5.5,1.0,,TURKEY
1962,9.0,14.0,,39.6,23.3,,5.5,,,GREECE
1962,10.0,5.0,,35.1,58.7,8.0,5.0,6.0,,IRAN
1962,11.0,6.0,,28.1,55.6,40.0,5.5,,,IRAN
1962,12.0,17.0,,38.12,106.27,,5.5,,,CHINA
1962,12.0,21.0,Yes,52.47,-168.54,33.0,6.5,,,ALASKA
1963,1.0,31.0,,36.9,57.8,3.0,4.5,4.0,,IRAN
1963,2.0,13.0,Yes,24.5,122.1,47.0,7.3,15.0,18.0,TAIWAN
1963,2.0,21.0,,32.6,21.0,5.0,5.4,300.0,375.0,LIBYA
1963,3.0,24.0,,34.4,47.9,40.0,7.2,100.0,,IRAN
1963,3.0,28.0,,40.8,15.6,,,,,ITALY
1963,3.0,31.0,,37.0,57.9,33.0,7.0,4.0,,IRAN
1963,4.0,19.0,,35.7,97.0,,7.0,,,CHINA
1963,4.0,23.0,,25.8,99.5,,6.0,,,CHINA
1963,5.0,9.0,,12.2,-86.9,50.0,5.5,,,NICARAGUA
1963,5.0,18.0,,-8.2,115.6,65.0,6.0,,,INDONESIA
1963,5.0,19.0,,46.1,14.8,13.0,4.9,,,BALKANS NW
