Year,Month,Date,Tsunami,Latitude,Longitude,Focal Depth (km),Magnitude,Deaths,Injuries,Country
1730,,,,14.1,121.4,,,,,PHILIPPINES
1731,3.0,20.0,,41.5,15.5,,,,,ITALY
1731,10.0,7.0,Yes,37.9,140.6,,6.6,,,KOORI
1731,11.0,15.0,,23.0,-102.0,,,1.0,,MEXICO
1731,,,,30.3,-9.4,,,,,MOROCCO
1732,2.0,25.0,Yes,16.8,-99.9,,,,,S. MEXICO
1732,11.0,29.0,,41.08,15.15,,,1940.0,,ITALY
1732,12.0,4.0,Yes,35.2,140.8,,6.5,,,JAPAN
1732,,,,,,,,,,ICELAND
1733,8.0,2.0,,26.2,103.1,,7.5,,,CHINA
1733,11.0,29.0,,15.7,39.0,,,,,ETHIOPIA
1734,,,,,,,,,,ICELAND
1734,,,,,,,,,,UNITED KINGDOM
1735,2.0,2.0,,2.6,-76.5,20.0,4.5,,,COLOMBIA
1735,12.0,27.0,Yes,15.8,121.7,,,,,"E. LUZON ISLAND, PHILIPPINES"
1736,1.0,30.0,,23.1,120.3,,6.0,260.0,100.0,TAIWAN
1736,12.0,5.0,,-0.9,-78.6,,,,,ECUADOR
1737,10.0,11.0,Yes,,,,,,,INDIA
1737,10.0,16.0,Yes,51.1,158.0,,,,,RUSSIA
1737,11.0,4.0,,55.5,163.0,20.0,7.8,,,RUSSIA
1737,12.0,17.0,Yes,50.0,157.0,50.0,7.5,,,RUSSIA
1737,12.0,24.0,Yes,-43.0,-74.0,,8.0,,,CHILE
1738,3.0,30.0,,46.45,16.39,,5.1,,,BALKANS NW
1738,5.0,19.0,,33.2,104.2,,5.5,,,CHINA
1738,7.0,19.0,Yes,36.8,24.4,,6.5,,,GREECE
1738,,,,33.3,96.6,,6.5,336.0,,CHINA
1739,1.0,3.0,,38.9,106.5,,8.0,50000.0,,CHINA
1739,2.0,4.0,,44.0,21.3,,,,,BALKANS NW
1739,3.0,24.0,,-14.1,-73.2,,,,,PERU
1739,7.0,14.0,,19.2,-104.0,,,,,MEXICO
1739,7.0,,,39.3,-31.1,,,,,AZORES
1739,8.0,16.0,,40.7,142.3,,7.1,,,JAPAN
1740,8.0,25.0,,17.0,-96.3,,,,,MEXICO
1740,11.0,12.0,,45.1,19.8,,,,,BALKANS NW
1741,4.0,24.0,,43.2,12.6,,,,,ITALY
1741,6.0,23.0,,38.5,20.5,,,,,GREECE
1742,2.0,14.0,,37.8,21.0,,,,,GREECE
1742,3.0,23.0,Yes,-36.8,-73.0,,,,,CHILE
1742,6.0,27.0,,53.3,104.0,40.0,7.7,,,RUSSIA
1742,9.0,14.0,,37.8,21.0,,,,,GREECE
1742,11.0,18.0,Yes,50.5,157.0,40.0,7.5,,,RUSSIA
1743,1.0,12.0,,14.0,121.6,,,5.0,,PHILIPPINES
1743,2.0,20.0,Yes,39.0,20.3,,6.9,,,GREECE
1743,9.0,,,11.2,124.3,,,,,PHILIPPINES
1743,10.0,18.0,,4.5,-73.8,,,,,COLOMBIA
1744,,,Yes,17.0,121.0,,,,,"W. LUZON ISLAND, PHILIPPINES"
1746,10.0,29.0,Yes,-11.995999999999999,-77.19800000000001,30.0,8.0,1141.0,,PERU
1747,,,,-13.9,-70.35,20.0,,,,PERU
1747,,,Yes,13.6,123.2,,,,,PHILIPPINES
1748,3.0,6.0,,30.1,101.9,,5.5,15.0,,CHINA
1748,3.0,23.0,,39.0,-0.65,,,,,SPAIN
1748,5.0,2.0,,32.9,103.6,,5.5,,,CHINA
1748,5.0,14.0,Yes,38.3,22.1,,6.8,,,GREECE
1748,8.0,30.0,,30.4,101.6,,6.0,5.0,,CHINA
1748,11.0,21.0,,36.4,106.1,,5.5,40.0,,CHINA
1749,8.0,12.0,Yes,14.002,120.993,,,,,PHILIPPINES
1749,,,,20.7,-103.3,,,,,MEXICO
1750,5.0,24.0,,43.2,0.8,,,,,FRANCE
1750,6.0,7.0,,36.2,23.0,,,2000.0,,GREECE
1750,9.0,15.0,,24.7,102.9,,6.0,37.0,,CHINA
1750,10.0,,Yes,42.1,24.8,,,,,BULGARIA
1750,12.0,17.0,Yes,46.0,12.25,,,,,BALKANS NW
1750,,,,20.7,-103.3,,,,,MEXICO
1750,,,Yes,18.5,93.4,,,,,MYANMAR (BURMA) COAST
1750,,,Yes,10.5,-64.2,,,,,VENEZUELA
1751,4.0,25.0,,2.5,-76.5,,,,,COLOMBIA
1751,5.0,20.0,Yes,37.2,138.1,,6.6,2100.0,,JAPAN
1751,5.0,25.0,Yes,-36.83,-71.63,,8.5,,,CHILE
1751,5.0,25.0,,26.5,99.9,,6.8,900.0,,CHINA
1751,6.0,7.0,,37.8,27.0,,,,,TURKEY
1751,7.0,26.0,,43.2,12.8,,,,,ITALY
1751,8.0,18.0,,19.0,-70.0,,,,,DOMINICAN REPUBLIC
1751,9.0,15.0,Yes,18.5,-72.3,0.0,,,,HAITI
1751,10.0,18.0,Yes,18.5,-70.7,33.0,,,,DOMINICAN REPUBLIC
1751,11.0,21.0,Yes,43.8,9.0,,,,,ITALY
1751,11.0,21.0,Yes,18.5,-72.3,,,,,HAITI
1752,4.0,28.0,Yes,40.4,-8.7,,,,,PORTUGAL
1752,6.0,21.0,,35.0,36.0,,,20000.0,,SYRIA
1752,6.0,,,37.8,21.0,,,,,GREECE
1752,,,,31.2,34.2,,,20000.0,,ISRAEL
1754,5.0,15.0,,14.002,120.993,,,12.0,,PHILIPPINES
1754,8.0,18.0,Yes,-3.5,128.5,,6.5,4.0,,INDONESIA
1754,9.0,1.0,Yes,16.8,-99.2,,,,,MEXICO
1754,9.0,2.0,,30.8,31.0,,,40000.0,,EGYPT
1754,9.0,7.0,Yes,-3.5,128.5,,,,,INDONESIA
1755,1.0,27.0,,24.7,102.2,,6.5,270.0,80.0,CHINA
1755,2.0,8.0,,23.8,102.7,,6.0,70.0,20.0,CHINA
1755,2.0,26.0,,42.5,21.9,,,,,BALKANS NW
1755,4.0,26.0,,-0.2,-78.5,,7.0,,,ECUADOR
1755,6.0,7.0,,34.0,51.5,,,40000.0,,IRAN
1755,11.0,1.0,Yes,37.0,-10.0,,8.5,50000.0,,PORTUGAL
1755,11.0,18.0,Yes,42.7,-70.3,,7.0,,,MASSACHUSETTS
1755,11.0,19.0,,34.08,-5.0,,,3000.0,,MOROCCO
1755,12.0,9.0,,46.3,8.0,,,,,SWITZERLAND
1756,3.0,29.0,Yes,38.7,-9.0,,,,,PORTUGAL
1757,2.0,22.0,,-0.9,-78.6,,7.0,1000.0,,ECUADOR
1757,4.0,15.0,,34.0,-6.8,,,3000.0,,MOROCCO
1757,7.0,4.0,,45.8,17.4,,,,,BALKANS NW
1757,7.0,9.0,Yes,38.65,-28.08,,,1053.0,,AZORES
1757,7.0,14.0,,39.3,16.2,,,,,ITALY
1757,7.0,15.0,Yes,49.92,-6.32,,,,,UNITED KINGDOM
1757,8.0,6.0,,37.0,15.0,,,10000.0,,ITALY
1757,8.0,24.0,Yes,-6.0,107.0,,7.5,,,INDONESIA
1758,1.0,,,36.8,10.2,,,3000.0,,TUNISIA
1758,6.0,13.0,,37.0,-26.0,,,,,AZORES
1759,3.0,30.0,,44.9,7.3,,,,,ITALY
1759,6.0,2.0,,38.0,20.5,,,,,GREECE
1759,6.0,26.0,,41.0,24.0,,,,,GREECE-BULGARIA
1759,6.0,29.0,,19.5,-102.3,,,,,MEXICO
1759,10.0,30.0,Yes,33.0,35.5,,6.4,,,ISRAEL
1759,11.0,25.0,,33.3,35.7,,,30000.0,,LEBANON-SYRIA
1760,7.0,11.0,,20.0,-75.5,,,,,CUBA
1761,3.0,30.0,Yes,34.5,-13.0,,8.5,,,PORTUGAL
1761,5.0,23.0,,24.4,102.5,,6.0,120.0,120.0,CHINA
1761,11.0,3.0,,24.4,102.5,,6.0,50.0,30.0,CHINA
1761,12.0,9.0,,50.0,90.0,30.0,7.7,,,RUSSIA; MONGOLIA
1762,4.0,2.0,Yes,22.0,92.0,,,200.0,,BANGLADESH
1762,10.0,31.0,Yes,38.1,138.7,,6.6,,,JAPAN
1763,1.0,29.0,Yes,40.5,143.5,,7.4,,,JAPAN
1763,3.0,11.0,Yes,41.0,142.5,,7.8,,,"N. SANRIKU, JAPAN"
1763,3.0,15.0,Yes,40.7,142.0,,7.1,,,JAPAN
1763,6.0,28.0,,47.7,18.2,,6.2,83.0,,HUNGARY
1763,9.0,12.0,Yes,-6.0,130.0,,,,,INDONESIA
1763,12.0,30.0,,24.3,102.8,,6.5,1000.0,,CHINA
1764,7.0,,,15.91,-85.96,,6.5,,,HONDURAS
1764,12.0,26.0,Yes,38.7,-9.2,,,,,PORTUGAL
1765,4.0,,,13.7,-89.2,,,50.0,,EL SALVADOR
1765,9.0,2.0,,34.8,105.0,,6.5,2068.0,,CHINA
1765,,,Yes,-33.05,-71.617,,,,,CHILE
1766,3.0,8.0,Yes,40.9,140.7,,6.9,1700.0,,JAPAN
1766,5.0,22.0,Yes,41.0,29.0,,,,,TURKEY
1766,6.0,9.0,,27.7,54.3,,,,,IRAN
1766,6.0,12.0,Yes,19.9,-76.1,25.0,6.8,40.0,700.0,CUBA
1766,7.0,9.0,,3.7,-76.3,,,,,COLOMBIA
1766,7.0,11.0,,38.0,20.5,,,,,GREECE
1766,8.0,25.0,,14.4,-61.1,,,,,MARTINIQUE
1766,10.0,21.0,Yes,10.47,-64.17,,7.5,,,VENEZUELA
1766,,,,14.7,-89.5,,,,,GUATEMALA
1767,4.0,24.0,Yes,14.4,-61.0,,,,,MARTINIQUE & BARBADOS
1767,7.0,11.0,,38.2,20.2,,,,,GREECE
1767,7.0,14.0,,39.3,16.2,,,40.0,,ITALY
1767,11.0,13.0,,14.2,121.0,,,,,PHILIPPINES
1767,11.0,22.0,Yes,22.2,113.55,,,,,CHINA
1768,6.0,22.0,Yes,-4.85,152.8,,7.5,,,PAPUA NEW GUINEA
1768,7.0,22.0,Yes,26.2,127.5,,6.5,,,JAPAN
1768,10.0,19.0,,44.0,12.0,,,120.0,,ITALY
1768,11.0,28.0,,44.1,15.2,,,,,BALKANS NW
1769,5.0,1.0,,33.0,44.5,,,,,IRAQ
1769,5.0,7.0,,29.4,52.3,,,,,IRAN
1769,8.0,29.0,Yes,32.3,132.0,,7.4,,,"SW. KYUSHU ISLAND, JAPAN"
1769,10.0,1.0,,38.8,20.8,,,,,GREECE
1769,10.0,24.0,,51.8,105.5,40.0,7.3,,,RUSSIA
1769,,,,46.9,9.5,,,,,SWITZERLAND
1770,1.0,,,38.717,20.65,,,,,GREECE
1770,5.0,27.0,,38.6,142.0,,7.4,,,JAPAN
1770,6.0,3.0,Yes,18.5,-73.4,10.0,,200.0,,HAITI
1770,9.0,26.0,,24.6,99.9,,5.5,,,CHINA
1770,12.0,,Yes,14.6,120.98,,,,,PHILIPPINES
1770,,,Yes,-5.0,102.0,,7.0,,,INDONESIA
1771,2.0,1.0,,14.2,121.0,,,,,PHILIPPINES
1771,4.0,24.0,Yes,24.0,124.3,,7.4,,,JAPAN
1771,9.0,3.0,,17.6,-76.5,,,,,JAMAICA
1772,5.0,12.0,,39.5,20.0,,,,,GREECE-ALBANIA
1772,6.0,3.0,,39.3,142.7,,7.4,,,JAPAN
1772,6.0,,,44.4,4.8,,,,,FRANCE
1773,5.0,6.0,Yes,35.8,-5.83,,,,,MOROCCO
1773,6.0,3.0,Yes,14.6,-90.7,,,8000.0,,GUATEMALA
1773,7.0,29.0,,14.6,-90.7,,,100.0,,GUATEMALA
1774,9.0,10.0,,46.9,8.7,,,,,SWITZERLAND
1774,11.0,6.0,,22.04,-103.73,,,,,MEXICO
1774,,,Yes,47.0,-55.0,,,300.0,,CANADA
1774,,,,4.9,-52.3,,,,,FRENCH GUIANA
1775,2.0,11.0,Yes,19.9,-76.0,,,,,CUBA
1775,3.0,,Yes,19.0,-72.4,,,,,HAITI
1775,4.0,18.0,Yes,-3.7,128.2,,,,,INDONESIA
1775,10.0,13.0,,46.0,15.9,,,,,BALKANS NW
1775,12.0,18.0,Yes,19.0,-72.4,,,,,HAITI
1775,12.0,,,9.2,-70.3,,,,,VENEZUELA
1776,1.0,30.0,,19.0,-70.4,,,,,DOMINICAN REPUBLIC
1776,4.0,21.0,,16.7,-99.2,,,,,MEXICO
1776,12.0,,,23.5,120.6,,5.5,,,TAIWAN
1777,,,,20.3,-103.7,,,,,MEXICO
1777,,,,35.5,-5.4,,,,,MOROCCO
1778,1.0,30.0,,33.6,51.3,,,30000.0,,IRAN
1778,6.0,16.0,,38.5,27.0,,,,,TURKEY
1778,12.0,15.0,,33.9,51.3,,,,,IRAN
1779,12.0,27.0,,38.0,46.7,,6.5,10000.0,,IRAN
1780,1.0,8.0,,38.0,46.2,20.0,7.7,50000.0,,IRAN
1780,6.0,29.0,Yes,45.3,151.2,40.0,7.5,,,RUSSIA
1780,9.0,21.0,,42.4,18.8,,,,,BALKANS NW
1780,10.0,3.0,Yes,18.2,-78.1,,,300.0,,JAMAICA
1780,10.0,28.0,,35.0,25.8,,,,,GREECE
1781,6.0,3.0,,43.6,13.5,,,,,ITALY
1781,8.0,1.0,Yes,18.1,-77.3,,,,,JAMAICA
1781,,,,36.3,43.1,,,80.0,,IRAQ
1782,5.0,22.0,Yes,24.5,120.5,,,40000.0,,TAIWAN
1782,8.0,22.0,Yes,35.1,139.7,,7.3,,,"TOKAIDO, JAPAN"
1783,2.0,5.0,Yes,38.9,17.1,,,,,ITALY
1783,2.0,5.0,Yes,38.3,15.967,13.0,6.9,30000.0,,ITALY
1783,2.0,6.0,Yes,38.217,15.633,6.0,5.9,,,ITALY
1783,2.0,7.0,Yes,38.583,16.2,,6.6,,,ITALY
1783,2.0,7.0,,38.2,15.55,,,,,ITALY
1783,3.0,1.0,Yes,38.766999999999996,16.3,,5.9,,,ITALY
1783,3.0,20.0,,38.7,30.7,,,26.0,,TURKEY
1783,3.0,28.0,Yes,38.783,16.467,,6.9,,,ITALY
1783,7.0,29.0,,38.3,16.3,,,,,ITALY
1783,,,,19.3,-70.4,,,,,DOMINICAN REPUBLIC
1784,1.0,7.0,Yes,38.317,16.4,,4.1,,,ITALY
1784,1.0,19.0,Yes,38.167,15.633,,4.1,,,ITALY
1784,3.0,28.0,Yes,16.9,-99.9,,,,,MEXICO
1784,4.0,2.0,,17.0,-96.3,,,,,MEXICO
1784,5.0,13.0,Yes,-16.5,-72.0,,8.0,383.0,,PERU
1784,7.0,23.0,,39.7,39.5,,,5000.0,,TURKEY
1784,7.0,29.0,,18.5,-72.3,,,,,HAITI
1784,8.0,14.0,,63.8,-20.5,,,,,ICELAND
1784,8.0,15.0,,40.9,0.3,,,,,SPAIN
1784,11.0,,,34.1,74.8,,,,,INDIA
1785,1.0,30.0,,38.2,21.7,,,38.0,,GREECE
1785,4.0,18.0,,39.9,98.0,,6.0,36.0,,CHINA
1785,7.0,12.0,,4.6,-74.0,,,12.0,,COLOMBIA
1786,2.0,5.0,,39.7,19.8,,,120.0,,GREECE
1786,3.0,9.0,,38.2,15.2,,,,,ITALY
1786,6.0,1.0,,29.8,102.1,,7.5,435.0,,CHINA
1786,6.0,18.0,,44.0,80.8,,6.0,,,CHINA
1786,,,,8.5,-71.2,,,,,VENEZUELA
1787,3.0,28.0,Yes,16.5,-98.5,,8.3,,,MEXICO
1787,4.0,3.0,Yes,15.5,-97.0,,7.3,,,MEXICO
1787,5.0,2.0,,18.3,-66.4,,,,,PUERTO RICO
1787,5.0,10.0,,18.0,-66.4,,,,,PUERTO RICO
1787,5.0,,,10.8,122.5,,,,,PHILIPPINES
1787,7.0,12.0,,10.7,122.5,,,,,PHILIPPINES
1787,10.0,27.0,Yes,18.47,-77.92,,,,,JAMAICA
1788,7.0,21.0,Yes,57.0,-153.0,,8.0,,,ALASKA PENINSULA
1788,8.0,6.0,Yes,55.0,-161.0,,8.0,,,ALASKA PENINSULA
1788,10.0,12.0,,14.0,-61.0,,,900.0,,SAINT LUCIA
1788,,,,7.6,1.7,,5.6,,,TOGO
1789,6.0,7.0,,24.2,102.8,,6.5,,,CHINA
1789,9.0,30.0,,43.5,12.2,,,500.0,,ITALY
1789,11.0,7.0,,34.6,110.3,,5.0,,,CHINA
1790,10.0,9.0,Yes,35.7,-0.6,,,3000.0,,ALGERIA
1790,12.0,2.0,,54.0,162.0,20.0,7.5,,,RUSSIA
1791,4.0,8.0,,24.5,117.7,,5.5,,,CHINA
1791,4.0,15.0,Yes,56.0,163.0,20.0,6.8,,,RUSSIA
1791,9.0,13.0,Yes,34.5,135.4,,6.5,,,JAPAN
1791,10.0,12.0,,38.5,16.1,,,15.0,,ITALY
1791,10.0,22.0,,37.5,20.3,,,22.0,,GREECE
1791,11.0,2.0,Yes,35.8,21.0,,7.0,50.0,80.0,GREECE
1791,,,,38.0,46.2,,,,,IRAN
1791,,,,14.6,-91.5,,,,,GUATEMALA
1791,,,,35.3,-2.97,,,,,MOROCCO
1792,5.0,21.0,Yes,32.8,130.3,,6.4,,,JAPAN
1792,6.0,13.0,Yes,43.5,140.6,,6.9,,,JAPAN
1792,8.0,9.0,Yes,23.6,120.5,,6.8,252.0,432.0,TAIWAN
1792,8.0,22.0,Yes,54.0,162.0,40.0,8.4,,,RUSSIA
1792,9.0,7.0,,31.0,101.5,,6.0,205.0,,CHINA
1792,,,Yes,57.0,-152.0,,,,,ALASKA
1793,2.0,8.0,Yes,40.85,139.95,,6.9,12.0,,JAPAN
1793,2.0,17.0,Yes,38.5,144.0,,8.3,25.0,,JAPAN
1793,4.0,12.0,,19.0,-72.3,,,,,HAITI
1793,5.0,15.0,,30.6,101.5,,6.0,200.0,30.0,CHINA
1793,7.0,,,39.3,-31.1,,,,,AZORES
1794,3.0,14.0,,34.0,51.4,,,,,IRAN
1794,9.0,10.0,,10.47,-64.17,,,,,VENEZUELA
1795,5.0,20.0,,9.3,-13.4,,5.2,,,SIERRA LEONE
1795,5.0,23.0,,17.0,-96.3,,,,,MEXICO
1795,,,Yes,10.7,-61.7,,,,,TRINIDAD
1796,2.0,15.0,,7.4,-72.7,,,,,COLOMBIA
1796,2.0,26.0,,35.2,35.8,,,1500.0,,SYRIA
1796,3.0,18.0,,40.5,13.9,,,7.0,,ITALY
1796,3.0,30.0,,-27.35,-70.35,,7.7,,,CHILE
1796,11.0,5.0,Yes,16.0,119.5,,,,,PHILIPPINES
1797,2.0,4.0,,-1.64,-78.67,,8.3,40000.0,,ECUADOR
1797,2.0,10.0,Yes,0.001,99.0,,8.0,,,SW. SUMATRA
1797,12.0,14.0,,10.6,-64.1,,,16000.0,,VENEZUELA
1798,2.0,2.0,,,,,,,,EL SALVADOR
1798,2.0,22.0,Yes,10.2,-82.9,,,,,COSTA RICA
1798,5.0,26.0,,43.5,11.2,,,,,ITALY
1798,6.0,,,36.2,23.0,,,,,GREECE
1798,8.0,24.0,,-27.35,-70.35,,,,,CHILE
1799,1.0,25.0,,46.9,-2.0,,,,,FRANCE
1799,6.0,29.0,Yes,36.6,136.6,,6.4,,,JAPAN
1799,7.0,28.0,,43.1,13.0,,,60.0,,ITALY
1799,7.0,29.0,,43.1,13.1,,,,,ITALY
1799,8.0,27.0,,23.8,102.4,,6.5,2000.0,,CHINA
1799,9.0,,,7.5,-73.5,,5.0,,,COLOMBIA
1799,,,,39.4,67.2,10.0,6.0,,,UZBEKISTAN
1799,,,Yes,-12.0,-77.0,,,,,PERU
1800,3.0,8.0,,19.2,-99.1,,,,,MEXICO
1800,,,,36.2,53.3,,6.5,,,IRAN
1800,,,,28.1,-17.1,,,,,CANARY ISLANDS
1801,5.0,5.0,,17.0,-96.3,,,7.0,,MEXICO
1801,5.0,14.0,,46.9,8.6,,,,,SWITZERLAND
1802,3.0,19.0,Yes,17.2,-62.4,,,,,ANTIGUA ISLAND & ST. CHRISTOPHER
1802,5.0,12.0,,45.5,10.0,,,,,ITALY
1802,8.0,15.0,Yes,10.3,-64.5,,,,,VENEZUELA
1802,8.0,,Yes,-3.7,128.2,,,,,INDONESIA
1802,10.0,26.0,,45.7,26.6,150.0,7.4,,,ROMANIA
1802,11.0,7.0,Yes,36.5,2.9,,,,,ALGERIA
1802,12.0,9.0,Yes,37.7,138.3,,6.6,19.0,,JAPAN
1803,2.0,1.0,,25.6,100.6,,6.0,200.0,,CHINA
1803,9.0,1.0,,31.0,79.0,,7.5,,,INDIA
1804,1.0,8.0,Yes,38.3,21.8,,,,,GREECE
1804,1.0,13.0,Yes,36.833,-2.833,,,,,SPAIN
1804,6.0,8.0,Yes,38.2,21.8,,,,,GREECE
1804,7.0,10.0,Yes,39.05,139.95,,7.3,450.0,,JAPAN
1804,8.0,25.0,,36.9,-2.4,,,162.0,,SPAIN
1805,1.0,27.0,,10.5,-64.2,,,,,VENEZUELA
1805,6.0,16.0,,5.3,-74.6,,,200.0,,COLOMBIA
1805,7.0,26.0,,41.2,14.7,,,5600.0,,ITALY
1805,,,,36.3,52.4,,,,,IRAN
1806,3.0,25.0,Yes,34.4,-119.7,,,,,CALIFORNIA
1806,3.0,25.0,,18.9,-103.8,,7.5,,,MEXICO
1806,6.0,11.0,,28.5,92.0,,7.7,100.0,,CHINA
1806,8.0,26.0,Yes,41.7,12.7,,,,,ITALY
1806,12.0,1.0,Yes,-12.1,-77.1,30.0,7.5,,,PERU
1808,4.0,2.0,Yes,44.833,7.25,,5.7,2.0,,ITALY
1808,4.0,,,35.3,-2.97,,,,,MOROCCO
1808,8.0,8.0,Yes,33.9,134.8,,6.5,,,"E. AWA, TOKUSHIMA PREFECTURE"
1808,10.0,9.0,,36.3,53.3,,,,,IRAN
1808,12.0,16.0,,36.2,50.0,,,,,IRAN
1808,,,,-0.217,-78.5,,,,,ECUADOR
1809,12.0,4.0,Yes,-33.88,18.45,,,,,SOUTH AFRICA
1809,12.0,7.0,,36.3,53.0,,,,,IRAN
1809,,,Yes,14.0,143.3,,,,,GUAM
1810,2.0,16.0,Yes,35.5,25.0,100.0,,2000.0,,GREECE
1810,3.0,20.0,,28.2,-16.6,,,,,CANARY ISLANDS
1810,8.0,27.0,Yes,26.0,-111.35,,7.4,,,MEXICO
1810,9.0,25.0,Yes,39.9,139.9,,6.6,59.0,,JAPAN
1810,10.0,,,23.8,-82.2,,,,,CUBA
1811,1.0,1.0,,41.8,45.2,7.0,4.2,,,GEORGIA
1811,3.0,18.0,,25.2,121.3,,7.0,21.0,21.0,TAIWAN
1811,9.0,27.0,,31.7,100.3,,6.5,480.0,,CHINA
1811,10.0,5.0,,13.1,123.9,,,,,PHILIPPINES
1811,11.0,19.0,Yes,-33.08,-71.67,,,,,CHILE
1811,12.0,16.0,Yes,35.6,-90.4,,7.5,,,ARKANSAS
1811,12.0,16.0,Yes,35.6,-90.4,,7.0,,,ARKANSAS
1812,1.0,23.0,Yes,36.3,-89.6,,7.3,,,MISSOURI
1812,2.0,7.0,Yes,36.5,-89.6,,7.5,,,MISSOURI
1812,3.0,8.0,,43.7,83.0,,8.0,,,CHINA
1812,3.0,22.0,,41.9,12.45,,,,,ITALY
1812,3.0,23.0,,43.7,5.7,,,,,FRANCE
1812,3.0,26.0,Yes,10.6,-66.9,33.0,7.7,26000.0,,VENEZUELA
1812,6.0,23.0,Yes,43.3,5.3660000000000005,,,,,FRANCE
1812,11.0,11.0,Yes,18.0,-76.8,,,,,JAMAICA
1812,12.0,7.0,,35.4,139.6,,6.6,,,JAPAN
1812,12.0,8.0,,34.37,-117.65,,6.9,40.0,,CALIFORNIA
1812,12.0,21.0,Yes,34.2,-119.9,,7.5,1.0,,CALIFORNIA
1813,3.0,30.0,,-14.1,-75.4,,,32.0,,PERU
1813,,,,29.6,52.6,,,,,IRAN
1814,2.0,2.0,,13.1,123.9,,,,,PHILIPPINES
1814,2.0,4.0,,35.8,114.4,,5.3,4.0,,CHINA
1814,5.0,22.0,,43.2,0.4,,,,,FRANCE
1814,11.0,24.0,,23.7,102.5,,6.0,900.0,,CHINA
1814,,,Yes,-10.217,123.633,,,,,INDONESIA
1815,4.0,11.0,Yes,-3.7,128.4,,,,,INDONESIA
1815,5.0,3.0,,17.0,-96.3,,,,,MEXICO
1815,10.0,13.0,,25.2,121.2,,6.5,111.0,,TAIWAN
1815,10.0,23.0,,34.8,111.2,,6.8,13000.0,,CHINA
1815,11.0,22.0,Yes,-8.0,115.0,150.0,7.0,10253.0,,INDONESIA
1815,12.0,,,35.0,25.75,,,,,GREECE
1815,,,,38.8,20.5,,,,,GREECE
1816,5.0,1.0,Yes,5.0,96.5,,,,,INDONESIA; MALAYSIA
1816,7.0,22.0,,15.5,-91.5,33.0,7.5,23.0,,GUATEMALA
1816,12.0,8.0,,31.4,100.7,,6.5,2854.0,,CHINA
1817,1.0,8.0,Yes,39.95,-75.1,,,,,PENNSYLVANIA
1817,3.0,11.0,,45.9,6.8,,8.0,4.0,,FRANCE
1817,4.0,,,,,,,,,CHINA
1817,8.0,23.0,Yes,38.25,22.25,,6.8,,,GREECE
1818,2.0,20.0,,37.6,15.0,,,72.0,,ITALY
1818,2.0,23.0,Yes,43.917,8.033,,,,,ITALY
1818,3.0,18.0,Yes,-4.0,101.5,,7.0,,,INDONESIA
1818,3.0,31.0,,19.1,-103.6,,7.5,,,MEXICO
1818,4.0,23.0,,42.8,23.3,,,,,BULGARIA
1818,5.0,31.0,,19.2,-99.1,,,,,MEXICO
1818,9.0,8.0,,37.8,14.0,,,100.0,,ITALY
1818,11.0,8.0,Yes,-7.0,117.0,600.0,8.5,,,INDONESIA
1819,2.0,24.0,,36.1,102.3,,5.8,126.0,58.0,CHINA
1819,3.0,,,35.07,0.02,,,,,ALGERIA
1819,4.0,3.0,,-27.4,-70.3,,8.0,,,CHILE
1819,4.0,4.0,,-27.4,-70.3,,8.0,,,CHILE
1819,4.0,12.0,Yes,-27.0,-71.5,,8.5,,,CHILE
1819,5.0,26.0,,42.5,11.8,,,,,ITALY
1819,6.0,16.0,Yes,23.0,71.0,,7.7,1543.0,,INDIA
1819,8.0,31.0,Yes,66.416,12.85,,5.8,,,NORWAY
1820,3.0,1.0,Yes,54.52,-164.65,,,,,ALASKA
1820,3.0,17.0,,38.8,20.5,,,,,GREECE
1820,5.0,4.0,Yes,17.2,-99.6,,7.6,,,MEXICO
1820,8.0,3.0,,34.1,113.8,,6.0,430.0,590.0,CHINA
1820,10.0,9.0,,29.6,52.5,,,,,IRAN
1820,12.0,29.0,Yes,37.75,21.25,,6.9,8.0,,GREECE
1820,12.0,29.0,Yes,-7.0,119.0,80.0,7.5,,,INDONESIA
1820,,,,10.5,-64.2,,,,,VENEZUELA
1820,,,Yes,-4.5,11.6,,6.2,,,CONGO
1820,,,,36.5,53.5,,,,,IRAN
1821,1.0,6.0,Yes,37.8,21.2,,,,,GREECE
1821,4.0,8.0,,35.3,-2.97,,,,,MOROCCO
1821,5.0,,Yes,-15.95,-5.7,,,,,UNITED KINGDOM
1821,7.0,10.0,,-16.107,-72.967,,,162.0,,PERU
1821,11.0,17.0,,45.7,26.6,,6.7,,,ROMANIA
1822,5.0,7.0,Yes,10.1,-83.3,,7.6,,,COSTA RICA
1822,6.0,18.0,,33.0,104.6,,5.5,23.0,20.0,CHINA
1822,8.0,13.0,Yes,36.0,36.0,,,8000.0,,TURKEY
1822,9.0,5.0,,36.0,36.0,,,20000.0,,TURKEY; SYRIA
1822,11.0,20.0,Yes,-33.0,-72.0,,8.5,72.0,200.0,CHILE
1822,11.0,25.0,,-33.05,-71.63,,,,,CHILE
1822,12.0,1.0,,12.1,-64.1,,,,,GRENADA
1823,3.0,5.0,,38.1,14.7,,,22.0,,ITALY
1823,5.0,30.0,Yes,42.7,-79.0,,,,,LAKE ERIE (GREAT LAKES)
1823,6.0,19.0,,39.75,20.75,,,,,GREECE
1823,8.0,,,10.5,-63.8,,,,,VENEZUELA
